Sample ID	Chromosome	Start	End	Number of probes	Segment mean value
1352	10	21959377	22705617	64	1.06237
1352	10	22706117	26998697	252	-0.504357
1352	10	27012734	27294018	20	1.06847
1352	10	27294518	27405062	32	-0.572397
1352	10	27405147	27822923	61	0.577739
1352	10	27826804	28250644	23	-0.400531
1352	10	28257851	30030170	98	1.11202
1352	10	30030170	30469639	20	-0.494237
1352	10	30469639	32096760	57	1.07178
1352	10	32097576	32344901	44	0.445682
1352	10	32345401	33934124	99	1.0495
1352	10	33934124	37970255	135	0.485996
1352	10	37970255	38771777	40	-0.622459
1352	10	42602610	67680375	1092	-0.0927319
1352	10	67680875	135379033	6030	-0.501592
1352	10	135379533	135439807	4	0.266804
1352	11	60500	4471514	948	-0.0820903
1352	11	4510130	4945569	77	-0.600072
1352	11	4967623	11863232	1042	-0.136811
1352	11	11863732	11987512	32	-0.580748
1352	11	11989941	24750214	856	-0.0880616
1352	11	24750714	29879138	167	-0.566094
1352	11	29879138	48346739	1364	-0.0606271
1352	11	48346739	51516211	36	0.396688
1352	11	55035825	55340536	17	0.700771
1352	11	55370916	55432142	12	-0.941565
1352	11	55432642	59577393	560	0.595252
1352	11	59578076	63403806	901	0.758639
1352	11	63410828	65161896	673	0.544517
1352	11	65164269	65479238	159	0.740972
1352	11	65479738	105965381	3450	0.526142
1352	11	105967469	109963637	280	0.760752
1352	11	110007387	130298181	2196	0.24432
1352	11	130298681	130781666	23	0.872249
1352	11	130784160	134946016	190	0.225855
1352	12	60500	422360	67	0.204576
1352	12	427271	475270	17	0.881108
1352	12	475770	8196365	1163	0.253035
1352	12	8196546	29278826	1541	-0.119321
1352	12	29278826	32793467	289	0.31737
1352	12	32793967	34431528	64	-0.275344
1352	12	37857194	44200048	336	-0.466862
1352	12	44200548	45269136	40	-0.0836013
1352	12	45269289	96077487	4888	-0.499181
1352	12	96077987	101715407	415	0.289353
1352	12	101720858	101869844	43	0.709347
1352	12	101873359	123282747	2592	0.331137
1352	12	123285913	124497477	328	-0.0037576
1352	12	124497977	124857156	30	0.415411
1352	12	124858958	125626775	92	0.961445
1352	12	125627275	129822362	85	0.109788
1352	12	129822862	133501458	415	-0.441657
1352	12	133501958	133781116	48	-0.780695
1352	13	19171689	53010539	2411	-0.164313
1352	13	53013232	53049276	14	0.432965
1352	13	53227055	73334789	303	-0.225717
1352	13	73335783	80125255	368	0.176899
1352	13	80125755	86759824	66	-0.103073
1352	13	87068192	97040291	248	0.215947
1352	13	97040291	114778724	1139	0.535212
1352	13	114780684	115109378	55	0.355572
1352	14	19217246	45577725	2165	0.0741238
1352	14	45578818	60336607	1047	-0.201303
1352	14	60581430	65482434	497	-0.197602
1352	14	65494170	67290691	39	0.466871
1352	14	67291191	70037760	308	-0.230909
1352	14	70038549	76786945	837	0.461234
1352	14	76786945	77944668	170	-0.17751
1352	14	77944917	84422377	201	0.492458
1352	14	84422377	92189533	410	0.165809
1352	14	92191423	93649031	167	0.407354
1352	14	93649531	107283288	1594	-0.220691
1352	15	20169609	59209198	3733	-0.511642
1352	15	59224554	78730698	2221	0.275137
1352	15	78732136	78804930	23	0.871595
1352	15	78805430	84706558	498	0.291105
1352	15	85081712	102499862	1245	0.289516
1352	16	97429	1453345	554	0.294346
1352	16	1463846	11012383	1457	-0.528336
1352	16	11016023	35193080	2600	-0.000953054
1352	16	46615640	51000720	404	-0.515981
1352	16	51000720	51176056	15	-2.71542
1352	16	51185652	55512891	167	-0.571441
1352	16	55515787	55862886	60	-2.64532
1352	16	55866915	56839544	116	-0.472991
1352	16	56840044	56906374	25	0.0804939
1352	16	56906567	58768132	461	-0.462084
1352	16	58768632	68027115	730	0.323421
1352	16	68055482	69905206	305	-0.461402
1352	16	69905706	70399034	80	0.412618
1352	16	70399987	70680878	78	0.834355
1352	16	70688440	72123037	312	0.264587
1352	16	72124516	72666823	49	-0.521897
1352	16	72666823	79500635	409	0.268434
1352	16	79500635	81965259	180	-0.535845
1352	16	81968033	86396603	336	0.286493
1352	16	86396603	87636252	65	-0.589492
1352	16	87636752	89043215	279	0.256039
1352	16	89043715	90294253	291	0.821615
1352	17	6010	16594058	3183	-0.52533
1352	17	16596863	17250261	69	1.08234
1352	17	17380355	18162004	238	0.1073
1352	17	18164449	22157351	380	-0.083652
1352	17	25524939	39140525	2282	-0.0441759
1352	17	39150052	39777343	147	-0.239834
1352	17	39781261	45518080	1350	-0.0453945
1352	17	45609421	57759789	1342	0.321428
1352	17	57759989	57970686	37	-0.0445466
1352	17	57971186	68127728	1260	0.349567
1352	17	68128228	70643801	34	-0.0541138
1352	17	70644941	81194710	2237	0.305631
1352	18	158698	10791322	684	0.246554
1352	18	10794769	13001581	151	-0.0576768
1352	18	13008454	13256245	44	0.351991
1352	18	13256245	15249095	74	-0.109023
1352	18	18520842	20945632	191	-0.057134
1352	18	20950179	21897176	209	-0.769542
1352	18	21897290	24440816	109	-0.887835
1352	18	24441094	42924146	712	-1.21492
1352	18	42924146	77693468	1691	-0.505996
1352	18	77693968	78016748	42	-0.0931112
1352	19	60500	1784945	514	-0.0592696
1352	19	1785157	1821681	35	0.427618
1352	19	1823570	8661296	1863	-0.0325105
1352	19	8661425	9643601	328	-0.196023
1352	19	9644515	10248685	172	-0.00509324
1352	19	10249114	10416628	69	0.41299
1352	19	10418860	19011258	2470	-0.0208935
1352	19	19014076	19104674	28	-0.466263
1352	19	19105174	21720880	366	-0.00411548
1352	19	21909484	24310782	123	0.388045
1352	19	28263182	59080953	6888	-0.535031
1352	20	68350	25190561	1763	-0.091071
1352	20	25193898	26049928	97	0.777967
1352	20	26084073	26189239	5	0.0657169
1352	20	29458437	31607556	307	0.38003
1352	20	31608133	35349581	690	0.744035
1352	20	35350081	60699836	2236	0.272787
1352	20	60701359	60987956	147	0.599089
1352	20	60988876	62965020	511	0.279895
1352	21	9411693	34443096	727	-0.416114
1352	21	34614227	45953806	1168	-0.393434
1352	21	45959184	46074531	42	-0.788176
1352	21	46077896	48119395	393	-0.381507
1352	22	16266928	17565481	28	0.488402
1352	22	17565981	17601520	21	-2.73299
1352	22	17618910	20307511	432	-0.057617
1352	22	20748918	25423466	696	-0.0695297
1352	22	25423966	25445331	16	-0.653594
1352	22	25445831	44420331	2560	-0.0696487
1352	22	44420831	45608224	100	0.556962
1352	22	45636520	45758906	25	-0.0186731
1352	22	45765833	47569269	245	0.628482
1352	22	47569769	49437566	18	0.0228323
1352	22	49437566	50312960	45	0.649898
1352	22	50313377	50470582	34	-0.136585
1352	22	50471611	51244066	418	0.549866
3	1	69396	47735538	6837	0.0053916
3	1	47737747	55518084	737	-0.0554387
3	1	55518322	109780510	3096	-0.116615
3	1	109781010	115398193	841	-0.00176149
3	1	115399193	115575483	30	-0.601724
3	1	115575983	120930293	427	-0.0413176
3	1	143645025	152009391	959	-0.0692094
3	1	152009891	152382609	109	0.282215
3	1	152382609	186282910	4219	-0.0376847
3	1	186283102	200584737	534	-0.198513
3	1	200586739	225139904	2350	-0.0292992
3	1	225140404	225555734	78	-0.291989
3	1	225562389	231501656	694	0.00854022
3	1	231502156	247019129	1064	-0.0787083
3	1	247020992	247076714	15	-0.657835
3	1	247079443	249240121	246	0.0237053
3	2	10500	39431167	2884	-0.006169
3	2	39431667	39564722	33	-0.454389
3	2	39570528	55408880	906	-0.0264102
3	2	55409380	62063244	397	-0.190684
3	2	62066555	92267022	1968	-0.0301629
3	2	95326671	97824392	386	0.0315941
3	2	97830019	98192909	31	-0.471824
3	2	98206648	170382206	3953	-0.0438646
3	2	170386334	170929437	98	-0.304548
3	2	170929937	179391238	646	-0.0547727
3	2	179391738	179505357	193	0.272242
3	2	179505967	179989285	190	0.0416382
3	2	179997030	204281804	1620	-0.120291
3	2	204291899	232325004	2286	-0.0123712
3	2	232325379	243188873	1156	0.0605212
3	3	60500	17255862	1312	-0.0115623
3	3	17256362	36570477	716	-0.118248
3	3	36570977	55984594	3633	0.0199979
3	3	56019893	90154779	1188	-0.0882367
3	3	93519633	121097733	1477	-0.0851212
3	3	121100139	130309938	1180	0.0315907
3	3	130311384	157817737	1777	-0.0913279
3	3	157818042	168268817	363	-0.238684
3	3	168269565	182683541	643	-0.118728
3	3	182684041	197961930	1460	-0.0284648
3	4	85621	10509660	1146	0.0788869
3	4	10515087	49063907	1629	-0.0694066
3	4	52660617	56301761	221	0.0145094
3	4	56304448	57377513	140	-0.224052
3	4	57384843	57896565	57	0.0787918
3	4	57897064	71113567	387	-0.224041
3	4	71114714	103595227	1976	-0.0670942
3	4	103610730	104102613	72	-0.34142
3	4	104103918	190947920	3675	-0.0592255
3	5	10500	4986237	310	0.132323
3	5	4986237	45907753	1831	-0.0485142
3	5	49555074	132097318	3999	-0.0871621
3	5	132097491	140263199	1051	0.00680772
3	5	140263469	140914000	330	0.138203
3	5	140915620	171544634	2068	-0.00944344
3	5	171554376	180904760	1038	0.0668657
3	6	60500	28404043	1615	0.00830735
3	6	28472068	33424299	142	-0.33514
3	6	33424799	58745455	2588	0.00787218
3	6	61944508	137026271	3756	-0.153526
3	6	137026771	171054567	2172	-0.070297
3	7	10500	6864368	725	0.0744025
3	7	7137742	38278825	1554	-0.0555075
3	7	38279572	38398087	21	-0.752093
3	7	38398087	57810988	1097	0.00931676
3	7	61657308	76871217	772	0.0451786
3	7	76871717	94257671	1063	-0.117424
3	7	94259030	102553662	1228	0.0221653
3	7	102554162	126079222	1264	-0.0702578
3	7	126086129	142275697	1466	-0.00976429
3	7	142326520	142495257	28	-0.693341
3	7	142498690	143268410	183	0.0427681
3	7	143269169	143554443	18	-0.515129
3	7	143555916	158935237	1213	0.0233528
3	8	10500	43398986	2826	-0.0561218
3	8	48114027	82441845	1450	-0.0498454
3	8	82443477	95906449	596	-0.144652
3	8	95906949	142506601	2244	-0.00946983
3	8	142507101	146303522	837	0.140698
3	9	18279	47317179	2340	-0.0889015
3	9	65468179	79792720	541	-0.0998342
3	9	79793220	80022523	69	-0.412806
3	9	80030871	124329507	3012	-0.0691112
3	9	124330007	141152931	2973	-0.00722794
3	10	60500	16859080	976	0.000173362
3	10	16866973	32576202	1020	-0.0733274
3	10	32580090	33190563	54	-0.400951
3	10	33195996	37441049	155	-0.0206553
3	10	37447319	37482020	10	-0.902089
3	10	37482113	38771777	49	0.0229986
3	10	42602610	51028339	487	0.0731332
3	10	51040848	72061264	1006	-0.0703741
3	10	72061764	73822017	223	0.139484
3	10	73822517	88813161	956	0.00656055
3	10	88817447	90521270	97	-0.2455
3	10	90521944	91469822	118	0.0664427
3	10	91470717	91489004	13	-0.709729
3	10	91492659	118960798	2813	-0.0221778
3	10	118969007	135439807	1254	0.0639926
3	11	60500	8456540	1605	0.0566064
3	11	8457040	44286733	2105	-0.0709303
3	11	44289043	51516211	689	0.0245532
3	11	55035825	63472379	1427	0.0163062
3	11	63486173	73429763	2220	0.101865
3	11	73429829	79719252	653	0.0134025
3	11	79719252	112042639	1749	-0.0948593
3	11	112046324	134946016	2145	0.051365
3	12	146239	10530834	1538	0.267561
3	12	10531152	15034572	391	-0.0699477
3	12	15035072	30827008	899	0.101369
3	12	30827592	34431528	248	0.240101
3	12	37857194	48179668	575	-0.12378
3	12	48180367	59307262	2807	0.00890089
3	12	59307762	83444797	1233	-0.117717
3	12	83455546	88582723	164	-0.32576
3	12	88584229	103053555	908	-0.100406
3	12	103053555	133781116	3408	0.0157549
3	13	19020500	31788687	859	-0.0474697
3	13	31789187	88330520	2194	-0.138133
3	13	88793886	96506729	184	-0.113427
3	13	96511844	96742616	36	-0.417549
3	13	96743116	115109378	1144	-0.0660929
3	14	19217246	22292847	456	-0.044729
3	14	22293347	22476425	38	-0.497408
3	14	22508862	22631779	32	-1.00504
3	14	22636296	22948081	58	-1.56856
3	14	22948351	22971596	21	-0.982765
3	14	22972649	23044133	47	-0.411937
3	14	23044633	35032381	1060	-0.024769
3	14	35036891	46340457	494	-0.182516
3	14	46963926	64906984	1329	-0.135316
3	14	64908102	91924602	1987	-0.0205327
3	14	91925102	92537397	101	-0.257596
3	14	92548643	107283288	1644	0.0259074
3	15	20044632	49293294	2761	-0.0278108
3	15	49301412	63084986	1151	-0.140942
3	15	63088325	82824836	2209	-0.0291932
3	15	83205551	102499862	1400	0.00411007
3	16	97429	615307	169	-0.00524166
3	16	618047	1413092	330	0.133138
3	16	1417656	35148746	3941	0.0103974
3	16	46617427	66785494	1382	-0.0308976
3	16	66788878	66858788	32	-0.416175
3	16	66860425	90142318	2847	0.0203318
3	17	6010	22157351	3805	-0.0442747
3	17	25524939	65714204	5930	-0.0187176
3	17	65717493	65739975	15	-0.65254
3	17	65740475	67085683	199	-0.079719
3	17	67087283	67309437	96	-0.365917
3	17	67310454	70119113	42	-0.0470136
3	17	70119683	81194710	2165	0.0612391
3	18	163307	15249095	939	-0.107179
3	18	18520842	72178248	2566	-0.108002
3	18	72179682	78016748	299	0.0414723
3	19	60500	24310782	5740	-0.014213
3	19	28263182	32847639	108	0.11564
3	19	32851409	51561931	4651	-0.0397721
3	19	51563081	59080953	1807	0.0199452
3	20	68350	26256532	1829	-0.0534485
3	20	29458437	58411059	3036	-0.00823203
3	20	58411559	58494652	42	-0.450549
3	20	58495413	62965020	700	0.0676685
3	21	9411693	34443096	716	-0.120451
3	21	34614227	38459057	346	-0.0283073
3	21	38459557	38538117	28	-0.549036
3	21	38538117	48119395	1201	0.00312302
3	22	16266928	20455881	478	0.037445
3	22	20748918	46239551	3384	0.0384065
3	22	46240051	50298154	228	0.212914
3	22	50301368	51244066	418	0.0595366
325	1	69396	3703643	721	-0.795519
325	1	3703643	38281238	4690	-0.571885
325	1	38283090	47748131	1575	-0.494331
325	1	47753222	50162484	85	-0.660303
325	1	50162984	89474823	2504	-0.0936455
325	1	89475074	90400946	102	0.160857
325	1	90400946	110716721	1417	-0.105149
325	1	110717400	115282511	554	0.0173893
325	1	115284147	120930293	462	-0.098012
325	1	143343316	152009391	958	-0.104232
325	1	152009891	152382339	105	0.233092
325	1	152382339	152733804	31	-0.0205896
325	1	152734304	155340441	757	-0.172993
325	1	155340567	155912062	128	0.0783765
325	1	155912062	157545520	471	-0.219095
325	1	157548263	159683928	281	0.0715396
325	1	159684214	185891010	2505	-0.0596538
325	1	185891510	186957640	216	0.032745
325	1	186958140	197070880	254	-0.242666
325	1	197070880	249212562	4734	-0.0801786
325	2	10500	33740273	2538	0.258031
325	2	33741608	74455005	2704	-0.0654319
325	2	74458362	84774526	406	-0.222322
325	2	84774615	92267022	561	-0.0557706
325	2	95326671	179391238	5194	-0.0883184
325	2	179391738	179502146	211	0.232295
325	2	179504425	179575649	67	-0.0143554
325	2	179575788	179642044	101	0.208444
325	2	179642146	201721708	1282	-0.123982
325	2	201722440	211070520	919	-0.0152776
325	2	211074919	219689091	676	-0.114391
325	2	219689261	222294871	433	-0.272237
325	2	222298861	238991995	1364	-0.0770822
325	2	238999858	243188873	520	-0.19795
325	3	60500	2612687	65	-0.19981
325	3	2613187	48209434	3635	0.0340228
325	3	48215773	52861213	1788	-0.0263184
325	3	52863134	73651612	1199	0.0523794
325	3	73657748	90154779	289	-0.127652
325	3	93519633	121395877	1600	0.0332006
325	3	121396131	122511963	215	0.226479
325	3	122512463	150903248	2338	0.037318
325	3	150906140	152175982	115	0.269261
325	3	152177059	197961930	2766	0.00169181
325	4	85621	31144471	1875	-0.11129
325	4	31144971	35922305	32	-0.589593
325	4	35922305	37435642	59	-0.110165
325	4	37440422	40753008	329	0.0783512
325	4	40762450	49632814	506	-0.0822229
325	4	52660617	57889746	407	-0.0566999
325	4	57889827	69528857	280	-0.279094
325	4	69533757	135122348	3584	-0.0615525
325	4	135122848	138139969	20	-0.641557
325	4	138139969	178897150	1873	-0.0625885
325	4	178897897	182343720	25	-0.602803
325	4	182343720	190947920	500	-0.023496
325	5	10500	476787	77	0.430161
325	5	477446	24593599	924	0.642546
325	5	24594099	31293568	57	0.310455
325	5	31294068	43704506	1078	0.719443
325	5	43705006	45907753	37	0.491393
325	5	49555074	140214231	5067	0.260717
325	5	140214231	140914000	387	0.380086
325	5	140915620	161580374	1647	0.210381
325	5	161580874	166801702	70	-0.0568514
325	5	166802202	180904760	1432	0.225587
325	6	60500	1612342	72	-1.20521
325	6	1612842	5430773	223	-0.541503
325	6	5431273	8413281	188	0.0711755
325	6	8415140	19521347	538	-0.145825
325	6	19521347	20211866	20	1.5412
325	6	20212366	20649023	13	1.02766
325	6	20649523	24556957	121	-0.36978
325	6	24563586	28404043	476	-0.126137
325	6	28472068	30229245	45	-0.339211
325	6	30315087	33555661	118	-0.675129
325	6	33560943	40400852	872	-0.248543
325	6	40401352	42017779	138	0.931591
325	6	42018279	43044305	254	0.245419
325	6	43044805	43519190	216	0.99211
325	6	43521109	44397647	195	1.20434
325	6	44413391	45164586	17	0.478834
325	6	45166332	58745455	953	0.0616241
325	6	61944508	127469292	3135	-0.561966
325	6	127469792	160483651	2280	-0.479245
325	6	160484446	171054567	588	-0.573558
325	7	10500	5643661	537	0.117906
325	7	5644902	42262228	2012	0.275939
325	7	42262728	44280348	207	0.00784945
325	7	44281298	57810988	735	0.24719
325	7	61657308	99691964	2442	0.252056
325	7	99693009	102389879	669	0.12012
325	7	102392138	116963043	887	0.289969
325	7	116963543	128630154	725	0.181435
325	7	128632052	149172299	1726	0.270749
325	7	149172299	149556615	129	0.0529918
325	7	149557471	150641952	107	0.351421
325	7	150642452	151167738	221	0.0876044
325	7	151168479	158935237	462	0.265922
325	8	10500	2875498	152	-0.362692
325	8	2875998	5636465	80	-0.630206
325	8	5636465	43398986	2616	-0.358341
325	8	47559715	68334238	937	-0.368651
325	8	68334738	82606680	540	0.0179388
325	8	82606680	86115490	76	-0.277155
325	8	86118411	134474237	2450	0.0313917
325	8	134475656	139707122	131	-0.232164
325	8	139712354	142435240	191	0.0312014
325	8	142437038	146303522	900	-0.145101
325	9	31081	47317179	2370	-0.560465
325	9	65468179	130107756	4251	-0.520014
325	9	130111202	132620391	726	-0.704639
325	9	132620745	135802691	476	-0.522124
325	9	135804153	141152931	1293	-0.725277
325	10	60500	38771777	2260	0.0492887
325	10	42602610	56138702	700	0.042572
325	10	56139202	60154174	60	-0.325718
325	10	60154687	134627758	6148	0.0422286
325	10	134628080	135439807	189	-0.272019
325	11	60500	869956	355	-0.0379253
325	11	870120	3765879	495	0.137689
325	11	3774545	5969524	334	0.398058
325	11	5970024	36831417	2428	0.25634
325	11	36831417	43343686	52	-0.069869
325	11	43344979	47814498	707	0.238877
325	11	47819330	51516211	107	0.387432
325	11	55035825	57003906	185	0.390872
325	11	57003906	57512108	153	0.155649
325	11	57512108	60285685	332	0.369586
325	11	60292679	61723423	337	0.100569
325	11	61724315	62286614	75	0.320268
325	11	62286614	62298346	30	0.753291
325	11	62298346	62301279	9	0.387076
325	11	62301279	62947631	275	0.15907
325	11	62948131	63680419	123	0.360583
325	11	63681425	67812569	1538	0.0909671
325	11	67814899	96287084	2174	0.25222
325	11	96438084	99689774	23	-0.251365
325	11	99690274	134946016	3133	0.248084
325	12	176048	7522261	1153	-0.0129703
325	12	7525915	14940432	785	0.118215
325	12	14943389	34431528	1189	0.0210855
325	12	37857194	46243559	421	0.0144101
325	12	46244078	47772692	98	0.231936
325	12	47772692	50524477	717	-0.0512264
325	12	50528328	52156460	268	0.141078
325	12	52159454	55421219	787	-0.0318119
325	12	55421719	55945940	55	0.348878
325	12	56030675	59113406	1055	-0.0313905
325	12	59113406	71003594	643	0.0593839
325	12	71004094	89742530	819	-0.0785177
325	12	89743030	124809447	3654	0.0361521
325	12	124810736	133781116	661	-0.0578705
325	13	19020500	54097864	2442	0.294062
325	13	54097864	73305525	236	0.0202144
325	13	73309097	88330520	457	0.222031
325	13	88639597	97484243	232	0.119367
325	13	97484743	103705058	535	0.323428
325	13	103710613	115109378	641	0.173764
325	14	19217246	22309966	468	0.0792772
325	14	22314887	22975774	127	0.344934
325	14	22976562	31344309	906	-0.0456066
325	14	31346777	35554984	289	0.142836
325	14	35557156	41435279	266	-0.0387927
325	14	41741962	82454673	3140	0.0550592
325	14	82454673	88246559	45	-0.278137
325	14	88246559	104551607	1604	0.0612811
325	14	104552107	105399301	132	-0.199307
325	14	105404399	105420870	61	0.140306
325	14	105420870	106330189	187	-0.171666
325	14	106330189	107283288	91	0.070113
325	15	20044632	42111577	1539	-0.345689
325	15	42111792	42442975	152	-0.521732
325	15	42444885	72454718	3306	-0.325507
325	15	72455606	75660924	544	-0.464427
325	15	75664319	84706558	851	-0.331189
325	15	85147158	102499862	1226	-0.368673
325	16	97429	2336968	995	-0.0338636
325	16	2338026	3191018	253	0.106932
325	16	3191018	4254635	227	0.297425
325	16	4308055	5123257	285	0.103202
325	16	5125388	27973976	1726	0.278538
325	16	27974476	35148746	1078	0.161587
325	16	46617427	57063996	848	0.259559
325	16	57065315	67910875	1054	0.161608
325	16	67911119	87938510	1937	0.240119
325	16	87960353	90294253	512	-0.00840646
325	17	6010	1628514	271	-0.246429
325	17	1628514	7076477	1231	-0.129664
325	17	7076977	8352004	806	-0.220748
325	17	8354097	17701562	967	-0.0695317
325	17	17701562	18196166	219	-0.234516
325	17	18198016	22157351	359	-0.0590476
325	17	25524939	27448741	468	-0.206969
325	17	27448868	33513578	669	-0.0349179
325	17	33520817	33884816	61	0.247392
325	17	33902800	36486347	378	-0.0826883
325	17	36486347	56738449	3381	-0.148135
325	17	56738449	71238490	1468	-0.0425798
325	17	71239034	78968906	1541	-0.181727
325	17	78969471	80698730	560	-0.335144
325	17	80699186	81194710	62	-0.133233
325	18	163307	15249095	942	-0.0499464
325	18	18520842	26363361	542	-0.0370292
325	18	26363361	28573640	16	-0.630146
325	18	28574140	34801479	525	-0.0525613
325	18	34801979	42281554	100	-0.312705
325	18	42281554	78005231	1722	-0.0798702
325	19	110984	1979834	579	-0.307178
325	19	1979909	4700289	786	-0.131118
325	19	4702038	9043461	1136	-0.0412557
325	19	9045563	9921071	261	0.207643
325	19	9921571	11832015	717	-0.0360104
325	19	11832515	12739304	181	0.362286
325	19	12739304	14744114	618	-0.0979304
325	19	14748916	16524656	387	0.0525564
325	19	16528362	19791109	1029	-0.0933276
325	19	19791609	24310782	291	0.194591
325	19	28263182	36642657	967	0.00362985
325	19	36643809	38610233	295	0.276883
325	19	38610233	39959812	518	-0.0733668
325	19	39959901	40900139	238	0.0934112
325	19	40900139	43025673	619	-0.0886505
325	19	43026075	43772301	49	0.254346
325	19	43773519	44306532	130	-0.0363378
325	19	44339656	44934437	181	0.378406
325	19	44934437	52223151	2088	-0.0912563
325	19	52227686	54074984	338	0.384198
325	19	54079950	54485589	109	0.155803
325	19	54496131	54722707	97	-0.217412
325	19	54722997	55593717	257	0.0340854
325	19	55593821	56243622	269	-0.171178
325	19	56243622	58455428	490	0.270322
325	19	58458809	59080953	202	-0.0608112
325	20	68350	26256532	1835	0.257777
325	20	29458437	60881376	3271	0.242705
325	20	60881703	62904953	585	0.0456337
325	21	9411693	17236765	97	-0.166423
325	21	17238584	26966270	149	-0.433545
325	21	26972110	34443096	481	-0.22331
325	21	34614227	46888427	1284	-0.212226
325	21	46888427	48119395	306	-0.401609
325	22	16266928	20455881	490	-0.140697
325	22	20748918	37319409	1955	-0.131359
325	22	37322028	38541660	321	-0.279803
325	22	38565224	50298154	1382	-0.111061
325	22	50301368	51244066	443	-0.354753
20	1	69396	121484934	12096	-0.0386014
20	1	143645025	152009391	961	-0.0571019
20	1	152009891	152382339	107	0.291724
20	1	152382339	249240121	9271	-0.0311158
20	2	10500	92267022	6202	-0.03485
20	2	95326671	179330658	5139	-0.0319227
20	2	179334378	179502146	232	0.31514
20	2	179504425	179642044	166	0.177732
20	2	179642146	243188873	5161	-0.0279118
20	3	60500	90154779	6912	-0.018364
20	3	93593088	120969610	1483	-0.0162305
20	3	120973741	122459960	291	0.111432
20	3	122460460	197961930	5186	-0.0354024
20	4	85621	49063907	2789	-0.0210705
20	4	52660617	190947920	6583	-0.024828
20	5	10500	45907753	2157	-0.0199899
20	5	49695106	140263738	5086	-0.0306795
20	5	140263738	140908508	330	0.121025
20	5	140908738	180904760	3121	-0.0256604
20	6	60500	30229245	1672	-0.0048691
20	6	30313074	33409536	112	-0.33288
20	6	33410229	58745455	2641	-0.0132518
20	6	61944508	171054567	5939	-0.0250821
20	7	10500	57544226	3442	-0.027332
20	7	61657308	158935237	7325	-0.0284214
20	8	10500	43398986	2815	-0.028527
20	8	48114027	146303522	5171	-0.0358937
20	9	18279	47317179	2347	-0.0249417
20	9	65468179	141152931	6691	-0.0311549
20	10	60500	38771777	2277	-0.0259279
20	10	42602610	135439807	7033	-0.0195876
20	11	60500	4407487	920	-0.0432198
20	11	4408197	5969524	277	0.158174
20	11	5970024	51516211	3251	-0.0188597
20	11	55035825	57003906	172	0.172435
20	11	57003906	62286614	881	-0.0148422
20	11	62286881	62298613	30	0.452612
20	11	62298613	134946016	7251	-0.0329556
20	12	146239	34431528	3096	-0.0288984
20	12	37857194	133781116	9163	-0.036189
20	13	19020500	88330520	3086	-0.0243165
20	13	88793886	103381300	634	-0.0304874
20	13	103381800	103402738	69	0.260093
20	13	103410759	115109378	693	-0.0569741
20	14	19217246	22509141	510	0.00359737
20	14	22509141	23014128	148	-0.226021
20	14	23016438	46340457	1565	-0.0562296
20	14	47120294	107283288	5090	-0.0317848
20	15	20044632	84706558	6384	-0.0333577
20	15	85147158	102499862	1229	-0.017129
20	16	97429	35148746	4564	-0.0357935
20	16	46615640	90294253	4355	-0.0375282
20	17	6010	22157351	3853	-0.039545
20	17	25524939	81194710	8583	-0.0415148
20	18	163307	15249095	939	-0.0266664
20	18	18520842	78016748	2884	-0.0199615
20	19	60500	9043461	2501	-0.0774798
20	19	9045563	10071566	283	0.0961246
20	19	10073494	11796614	702	-0.0418179
20	19	11796614	12692538	160	0.192183
20	19	12693663	24310782	2300	-0.0375862
20	19	28263182	44306532	2783	-0.0311748
20	19	44339656	44934717	172	0.165492
20	19	44936396	52223151	2071	-0.0878872
20	19	52227686	53995054	315	0.183842
20	19	53995054	56243622	734	-0.0845238
20	19	56243622	59080953	673	0.0641682
20	20	68350	26256532	1837	-0.0295121
20	20	29458437	62965020	3858	-0.0406318
20	21	9411693	34443096	707	-0.0525942
20	21	34614227	48119395	1591	-0.0347732
20	22	16266928	21388637	660	-0.0355757
20	22	21743567	46505921	3267	-0.0402519
20	22	46510473	50298154	225	0.121223
20	22	50301368	51244066	440	-0.0838632
1456	1	69396	1289308	224	-0.352265
1456	1	1289409	6556629	703	-0.102366
1456	1	6557883	9833452	324	0.201097
1456	1	9833952	10428596	99	0.422448
1456	1	10431198	16268915	779	0.177376
1456	1	16269023	19448506	439	-0.00943354
1456	1	19449326	28293478	1482	0.119846
1456	1	28293478	29520033	153	0.359357
1456	1	29520533	32089350	155	0.097748
1456	1	32090597	32265742	121	-0.15917
1456	1	32266041	33773096	258	0.19383
1456	1	33777353	35454536	165	-0.0140778
1456	1	35457834	41463198	945	0.215604
1456	1	41466700	52266355	1312	-0.067504
1456	1	52269485	82601776	1913	0.112987
1456	1	82601776	120930293	2897	-0.0479924
1456	1	142535934	145587818	158	0.133103
1456	1	145588377	149922124	212	0.246313
1456	1	149931602	151491868	456	0.420589
1456	1	151492641	152009391	130	0.16397
1456	1	152057442	152382609	111	0.572442
1456	1	152382609	153946541	265	0.189783
1456	1	153947154	154125348	51	0.572499
1456	1	154131444	155316260	445	0.210674
1456	1	155317446	155899166	135	0.571188
1456	1	155899502	161132180	1152	0.237289
1456	1	161132404	200860168	2785	0.137913
1456	1	200860668	201465431	199	-0.146205
1456	1	201465931	211191624	1195	0.0529016
1456	1	211192124	228112101	1258	0.146225
1456	1	228112963	228873478	171	-0.145675
1456	1	228879031	249212562	1577	0.141495
